sofifa_id,short_name,long_name,player_positions,nationality
217095,A. Baroja,Alain Baroja Mendez,GK,Venezuela
217190,A. Flores,Andres Alexander Flores Mejia,"RM, CM, CDM",El Salvador
218175,C. Servin,Carlos Maria Servin Caballero,GK,Paraguay
218863,M. Deville,Maurice John Deville,"RM, ST",Luxembourg
219458,D. Wheeler,David Wheeler,"RW, ST",England
219708,Inaki Saenz,Inaki Saenz Arenzana,"LB, LM",Spain
219779,E. Assifuah,Ebenezer Kofi Assifuah-Inkoom,"LM, ST, RM",Ghana
220090,Raphael Rossi,Raphael Rossi Branco,CB,Brazil
220522,D. Hernandez,Daniel Alejandro Hernandez Gonzalez,"CAM, RM",Colombia
221493,Woo Ju Sung,ujuseong Zhu Song You ,"CB, RB, LB",Korea Republic
221599,N. Nyauza,Ntsikelelo Nyauza,"CB, RB, CDM",South Africa
221643,Kim Do Hyeok,gimdohyeog Jin Dao Heng ,"CM, CDM",Korea Republic
221651,Ahn Yong Woo,anyongu An Yong You ,"RM, LM",Korea Republic
221711,C. Duvall,Chris Duvall,"RB, CB",United States
221768,J. Zwischenbrugger,Jan Zwischenbrugger,"CB, CDM",Austria
221789,Gwon Wan Gyu,gweonwangyu Quan Wan Gui ,"RB, CB",Korea Republic
221847,M. Mirahmetjan,Mu Re He Mai Ti Jiang *Mo Zha Pa ,"CM, CDM",China PR
221854,Wu Xinghan,Wu Xing Han ,"LM, LW",China PR
221857,Jin Jingdao,Jin Jing Dao ,"RM, LM",China PR
222350,Xie Pengfei,Xie Peng Fei ,"RM, LM, RW",China PR
222691,Seo Bo Min,seobomin Xu Bao Min ,"LM, RM, LWB",Korea Republic
222698,Park Dae Han,bagdaehan Po Da Han ,LB,Korea Republic
223107,M. Yildirim,Muammer Zulfikar Yildirim,GK,Turkey
223230,B. Mitrea,Bogdan Alexandru Mitrea,CB,Romania
223320,C. Alkilic,Cenk Ahmet Alkilic,"RB, RM",Turkey
223473,Filipe Melo,Filipe Joaquim Melo Silva,CDM,Portugal
223856,M. Alaniz,Diego Martin Alaniz Avila,"LM, RM",Uruguay
223876,Hugo Seco,Hugo Andre Rodrigues Seco,"LW, RW",Portugal
224143,Querol,David Querol Blanco,"RM, ST, LM",Spain
224391,C. Psyche,Christophe Psyche,CB,France
224395,B. Bahn,Bentley Baxter Bahn,"CAM, CM",Germany
224506,M. Situm,Mario Situm,"LM, RM, RB",Croatia
224669,Yin Hongbo,Yin Hong Bo ,"LM, RM",China PR
225376,V. Achim,Vlad Alexandru Achim,CM,Romania
226395,M. Covea,Michael O'Neal Covea Uzcategui,"RM, CM",Venezuela
226405,A. Arregui,Adrian Arregui,"CM, CDM",Argentina
226542,D. Martinez,Diego Alejandro Martinez Marin,GK,Colombia
226659,J. Amoroso,Emanuel Joel Amoroso,"RM, LM",Argentina
226711,N. Omladic,Nik Omladic,"RM, LM, CM",Slovenia
226801,S. Abdul-Salaam,Saad Abdul-Salaam,"RB, CB",United States
228209,S. Ntshangase,Siphelele Leonard Ntshangase,"CAM, CF, CM",South Africa
228887,T. Mrcela,Tomislav Mrcela,CB,Australia
229084,R. Herrera,Robert Fabian Herrera Rosas,"CB, RB, LB",Uruguay
229409,Ozkoidi,Josu Ozkoidi Alba,"LB, LM",Spain
229845,J. Sabbatini,Jonathan Maximiliano Sabbatini Perfecto,"CM, CDM",Uruguay
229915,S. Gularte,Gerardo Sebastian Gularte Fros,ST,Uruguay
230220,Chris Farminhao,Chris Antonio Farminhao Dias,"CB, RB",Brazil
230262,Nuno Cedrim,Nuno Caio Cedrim Feitosa,"CAM, RM",Brazil
230268,Estevatinho,Estevao Danilo Rios Chiamulera,CAM,Brazil
230284,German da Silvieira,German Paulo da Silveira,CB,Brazil
230287,Adao Morrinhos,Adao Douglas Morrinhos Paes,"ST, CF",Brazil
230419,Pedro Sousenha,Pedro Marcio Sousenha Botelho,RM,Brazil
230447,Nazario Serpe,Nazario Otavio Serpe Cachoeira,"CDM, CB",Brazil
230450,Breno Laranjeiro,Breno Vicente Laranjeiro Rosan,"CAM, ST",Brazil
230476,Lucas Medeirao,Lucas Luciano Medeirao Hoffman,"CAM, RM, CM",Brazil
231489,A. Keita,Aly Keita,GK,Guinea
231979,T. Endoh,Yuan Teng  Yi ,"RM, LM, CM",Japan
232177,M. Ogbu,Moses Ogbu,"ST, LW",Nigeria
232326,M. Ucar,Mehmet Murat Ucar,"RM, LM",Turkey
232374,T. Ugajin,Yu He Shen  You Mi ,"LM, LB, RM",Japan
232379,N. Ishihara,Shi Yuan  Zhi Shu ,"ST, CF, RW",Japan
232513,Y. Chajima,Cha Dao  Xiong Jie ,"RM, CF",Japan
232617,K. Shimizu,Qing Shui  Hang Ping ,"LM, RB, CB",Japan
232768,T. Wada,He Tian  Tuo Ye ,"RB, LB",Japan
232848,Y. Maruyama,Wan Shan  You Shi ,CB,Japan
232852,T. Yonemoto,Mi Ben  Tuo Si ,"CM, CDM",Japan
232874,S. Yamamoto,Shan Ben  Xiu Dou ,LB,Japan
232908,A. Barada,Ci Tian  Yang Sheng ,"CM, CDM, RB",Japan
232916,K. Ogawa,Xiao Chuan  Qing Zhi Lang ,"RM, LM, CF",Japan
232926,K. Watanabe,Du Bian  Qian Zhen ,"ST, LM",Japan
232946,K. Taketomi,Wu Fu  Xiao Jie ,"CF, ST, LM",Japan
233055,D. Suzuki,Ling Mu  Da Fu ,"CB, RB",Japan
233071,Heber Pena,Heber Pena Picos,"LM, RM",Spain
233148,Y. Nakano,Zhong Ye  Jia Da ,"LM, RM, CM",Japan
233158,Y. Misao,San Gan  Xiong Dou ,CB,Japan
233870,Ricardo Alves,Ricardo Miguel Martins Alves,CB,Portugal
233981,Alan Besseiro,Alan Jonathan Besseiro Rosa,LB,Brazil
234016,Welliton Helmes,Welliton Edson Helmes Junqueira,CAM,Brazil
234648,M. Huber,Michael Huber,CB,Austria
234746,D. Iliev,Dimitar Krasimirov Iliev,"CF, CAM, ST",Bulgaria
235451,M. Cano,Matias Nicolas Cano,GK,Argentina
235848,D. Carando,Danilo Ezequiel Carando,ST,Argentina
236169,Frederico Rendel,Frederico Luis Rendel Barreto,CAM,Brazil
236173,Alex Doneiro,Alex Charles Doneiro Gomes,"CAM, ST",Brazil
236263,V. Pena,Victor Manuel Pena Espinoza,"RM, LM, CDM",Peru
236751,A. Hopmark,Andreas Eines Hopmark,"CDM, CM",Norway
237439,T. Shimakawa,Dao Chuan  Jun Lang ,"CDM, CM, CB",Japan
237546,J. Stojanovic,Jovan Stojanovic,"CAM, CM, RM",Serbia
237750,K. Tokura,Du Cang  Xian ,"ST, RW",Japan
238657,M. Heider,Marc Heider,"ST, RM, LM",Germany
238682,D. Hagele,Daniel Hagele,"CB, CDM",Germany
238938,B. Girth,Benjamin Girth,ST,Germany
238961,M. Dombrowka,Max Dombrowka,"LB, RB, CDM",Germany
238984,M. Farrona Pulido,Manuel Farrona Pulido,"LW, RW",Germany
239170,V. Hammershoy-Mistrati,Vito Hammershoy-Mistrati,CM,Denmark
239724,S. Puttkammer,Steffen Puttkammer,"CB, CDM",Germany
240134,David Batanero,David Batanero Puigbo,CM,Spain
241011,S. Jovanovic,Sasa Jovanovic,"RM, LM, ST",Serbia
242308,I. Chenihi,Ibrahim Chenihi,"RM, LM",Algeria
242327,X. Mlambo,Xola Mlambo,"CM, CDM",South Africa
242450,Y. Andia,Jonathan Wladimir Andia Leon,"RB, CM",Chile
242651,F. Valot,Florian Valot,"RM, CAM, LM",France
242692,K. Nakamura,Zhong Cun  Qing Tai ,"LM, ST, CAM",Japan
242915,M. Cholewiak,Mateusz Cholewiak,"LM, LB",Poland
242944,F. Pereyra,Federico Hernan Pereyra,CB,Argentina
243364,D. Watari,Du  Da Sheng ,"ST, CF",Japan
243841,S. Pittman,Scott Pittman,"CAM, CM",Scotland
243856,A. Mabaso,Abel Ntuthuko Mabaso,"RB, CDM, RM",South Africa
244162,Z. Udovicic,Zarko Udovicic,LM,Serbia
244987,M. Alvarez,Milton David Alvarez,GK,Argentina
246334,A. Ndengane,Bulelani Alfred Ndengane,"CB, CDM, RB",South Africa
246598,K. Mitsuhira,San Ping  He Si ,CF,Japan
247061,J. Maroof,Jamal Ibrahim Hussain Maroof,"RM, ST",United Arab Emirates
247071,M. Abdulrahman,Mohammed Abdulrahman Ahmed Al Raqi Al Almoudi,"CM, CAM, LM",United Arab Emirates
247503,B. Sekulic,Boris Sekulic,RB,Slovakia
247963,I. Larie,Ionut Justinian Larie,CB,Romania
247993,P. Petrescu,Petrisor Ionut Petrescu,RM,Romania
248100,Romario Pires,Romario Santos Pires,"CDM, CM",Brazil
251152,M. Miers,Marcos David Miers,"CB, LB",Paraguay
251709,J. Doriado,Jhonathan Doriado,GK,Ecuador
252099,P. Gal-Andrezly,Peter Gal-Andrezly,"RW, LW",Slovakia
252739,I. Goranov,Ivan Goranov,LB,Bulgaria
253539,C. Caraza,Carlos Alberto Caraza Perez,"RB, RM",Peru
253565,D. Febles,Daniel Ricardo Febles Arguelles,"ST, RM",Venezuela
253588,J. Fajardo,John Anderson Fajardo Pinchi,CB,Peru
253613,R. Salcedo,Ricardo Enrique Salcedo Smith,CDM,Peru
253644,J. Reyes,Jeickson Gustavo Reyes Aparcana,"LB, LM",Peru
253652,V. Castellon,Vladimir Castellon Colque,"LM, ST",Bolivia
253771,P. Lavandeira,Pablo Damian Lavandeira Hernandez,CAM,Peru
253838,C. Flores,Cristhian Jesus Flores Ramirez,GK,Venezuela
254036,H. Ruiz Diaz,Haibrany Nick Ruiz Diaz Minervino,"RB, CB",Uruguay
254072,Rafael Barros,Rafael Barros Silva,ST,Brazil
254229,R. Caicedo,Romario Javier Caicedo Ante,"RM, RB",Ecuador
254349,P. Cifuentes,Pablo Cesar Cifuentes Cortez,CB,Ecuador
254435,J. Padilla,Jairo Santiago Padilla Folleco,"RM, RW",Ecuador
254450,L. Congo,Luis Gonzalo Congo Minda,ST,Ecuador
254628,N. Rodriguez,Nicolas Alejandro Rodriguez Charquero,"RB, RWB",Uruguay
254633,A. Leites,Adrian Eloys Leites Lopez,"ST, CAM",Uruguay
254889,N. Nomura,Ye Cun  Zhi Hui ,"CAM, LM",Japan
254895,F. Chafai,Farouk Chafai,CB,Algeria
254896,Adriano Castanheira,Adriano Duarte Castanheira,"RW, LW",Portugal
255589,K. Sato,Kensuke Sato,CDM,Japan
256837,G. Bosca,Guillaume Bosca,"LM, LW, ST",France
256868,D. Boudaud,Dimitri Boudaud,CAM,France
257557,Carles Salvador,Carles Salvador Vidal,"CM, CDM",Spain
257558,Ruben Diez,Ruben Diez Adan,"RM, LM, CM",Spain
245367,X. Simons,Xavi Simons,CM,Netherlands
245902,T. Parrott,Troy Parrott,ST,Republic of Ireland
246174,H. Elliott,Harvey Elliott,RW,England
252489,M. Kana,Marco Kana,"CB, CDM, CM",Belgium
246107,M. Palacios,Matias Damian Palacios,"CM, CAM",Argentina
242964,A. Gordon,Anthony Gordon,"LW, LM, CF",England
244288,A. Idah,Adam Uche Idah,ST,Republic of Ireland
246785,Bryan Gil,Bryan Gil Salvatierra,"LW, LM",Spain
248874,N. Armini,Nicolo Armini,CB,Italy
253465,T. Mengi,Teden Mengi,CB,England
254849,Y. Badji,Youssouph Mamadou Badji,ST,Senegal
239800,S. Sessegnon,Zeze Steven Sessegnon,"RB, CB, RWB",England
242453,S. van den Berg,Sepp van den Berg,CB,Netherlands
246416,L. Dajaku,Leon Dajaku,"RM, ST, LM",Germany
247209,D. Mbayo,Dylan Mbayo,RM,Belgium
252326,J. Sanabria,Juan Manuel Sanabria Magole,"RM, LM, CM",Uruguay
254860,Valera,German Valera Karabinaite,"RM, LM, CAM",Spain
246263,M. Weigandt,Marcelo Alexis Weigandt,RB,Argentina
246814,I. Johannesson,Isak Bergmann Johannesson,"RW, CM",Iceland
253036,N. Mbuku,Nathanael Mbuku,CAM,France
253548,S. Galindo,Sebastian Galindo Novillo,"RW, RM",Bolivia
254333,A. Hasic,Ajdin Hasic,"CAM, RM",Bosnia Herzegovina
237916,W. Smallbone,William Anthony Patrick Smallbone,CM,Republic of Ireland
243478,E. Loiodice,Enzo Loiodice,"CM, CDM",France
245264,M. Kaufmann,Mikkel Kaufmann Sorensen,ST,Denmark
245715,J. Shackleton,Jamie Shackleton,"CM, RB",England
246729,I. Chouaref,Ilyas Chouaref,"LW, ST, LM",France
251405,K. Ehlers,Kevin Ehlers,CB,Germany
252590,Fer Nino,Fernando Nino Rodriguez,ST,Spain
253444,A. Kalimuendo,Arnaud Kalimuendo Muinga,ST,France
254320,Jorge Padilla,Jorge Padilla Soler,"ST, CAM, RW",Spain
256883,Milson,Felicio Mendes Joao Milson,"RM, LM",Angola
237640,N. Bajrami,Nedim Bajrami,"CM, CDM, CAM",Switzerland
241034,J. Brown,Jaden Brown,LB,England
241173,L. Foster,Lyle Brent Foster,"ST, RW",South Africa
242640,T. Christensen,Tobias Christensen,"CAM, RM",Norway
243442,E. Aiwu,Emanuel Aiwu,"CB, RB",Austria
245097,F. Becker,Finn Ole Becker,"CM, CDM",Germany
245601,C. Sanchez,Christian Joel Sanchez Leal,GK,Cuba
247328,Unai Vencedor,Unai Vencedor Paris,CM,Spain
252376,J. Knight,Jason Knight,"RM, LM, CM",Republic of Ireland
257170,O. Syrota,Oleksandr Syrota,CB,Ukraine
226710,G. Scamacca,Gianluca Scamacca,ST,Italy
237935,K. Klaesson,Kristoffer Klaesson,GK,Norway
238235,H. Vetlesen,Hugo Vetlesen,CM,Norway
238756,J. Larsen,Jorgen Strand Larsen,ST,Norway
239977,N. Kuhn,Nicolas-Gerrit Kuhn,"RW, LW",Germany
242670,T. Domgjoni,Toni Domgjoni,"CDM, CM",Switzerland
244257,J. Burkardt,Jonathan Michael Burkardt,"ST, RW",Germany
244284,Y. Letard,Yannis Letard,CB,France
245023,P. Micin,Petar Micin,"RW, ST, LW",Serbia
245035,C. Gomes,Claudio Gomes,"CDM, CM",France
246617,Javi Mier,Javier Mier Martinez,"CAM, ST",Spain
248266,S. Boey,Sacha Boey,RB,France
248550,Dani Vivian,Daniel Vivian Moreno,CB,Spain
248588,C. Itu,Catalin Mihai Itu,CM,Romania
252018,K. Piatkowski,Kamil Piatkowski,"CB, RM, RB",Poland
252929,Borja Sainz,Borja Sainz Eguskiza,"RM, CAM",Spain
253012,L. Morales,Lautaro Alberto Morales,GK,Argentina
257980,D. Ndoye,Dan Ndoye,"RW, LW, ST",Switzerland
258015,F. Ioannidis,Fotis Ioannidis,"ST, CF",Greece
228616,D. Bertaud,Dimitry Bertaud,GK,France
228646,N. Delgadillo,Nicolas Delgadillo Godoy,"LM, CAM, ST",Argentina
231107,A. Kilgour,Alfie Kilgour,CB,England
236941,J. Hastie,Jake Hastie,"RW, LW",Scotland
237712,V. Castellanos,Valentin Mariano Jose Castellanos Gimenez,"ST, RW",Argentina
239269,L. Ndenbe,Logan Ndenbe,"LB, LWB, LM",Belgium
240500,L. Woolfenden,Luke Woolfenden,CB,England
243044,N. Ofoborh,Nnamdi Ofoborh,"CDM, CM",Nigeria
243222,B. Slisz,Bartosz Slisz,"CDM, CM",Poland
246946,I. Coulibaly,Ismaila Cheick Coulibaly,CM,Mali
248174,N. Boujellab,Nassim Boujellab,"CAM, CM, CDM",Morocco
248604,A. Zagre,Arthur Zagre,LB,France
251072,O. Horsia,Ovidiu Horsia,"CAM, LM",Romania
251595,N. Dyhr,Nikolas Langberg Dyhr,LB,Denmark
251805,J. Timber,Jurrien David Norman Timber,"CB, RB",Netherlands
229173,G. Gul,Gokhan Gul,"CDM, CB",Germany
230674,F. Alastra,Fabrizio Alastra,GK,Italy
232839,M. Muheim,Miro Max Maria Muheim,"LB, LM",Switzerland
234291,L. Vaisanen,Leo Vaisanen,CB,Finland
235955,R. Guitane,Rafik Guitane,CAM,France
236010,C. Herc,Christian Herc,"CM, CAM",Slovakia
236209,D. Hume,Denver Hume,"LWB, LB",England
236678,S. Lo Faso,Simone Lo Faso,CF,Italy
236875,A. Poulsen,Andreas Poulsen,"LB, LWB, LM",Denmark
237700,T. Kehinde,Tosin Kehinde,LM,Nigeria
238303,K. Velde,Kristoffer Velde,LW,Norway
239247,Dani Morer,Daniel Morer Cabrera,RB,Spain
239259,R. Bushiri,Rocky Bushiri Kisonga,CB,Belgium
239881,Danilo,Danilo Pereira Da Silva,"ST, LW, RW",Brazil
240482,F. Bersano,Fernando Luis Bersano,LB,Argentina
240595,A. Pears,Aynsley Pears,GK,England
241071,Moreto Cassama,Moreto Moro Cassama,CDM,Guinea Bissau
241281,S. Sadzoute,Scotty Sadzoute,LB,France
242393,B. Hussein,Bilal Hussein,"CM, RM",Sweden
243080,Carlos Isaac,Carlos Isaac Munoz Obejero,RB,Spain
243185,P. Wisniewski,Przemyslaw Wisniewski,CB,Poland
243574,Z. Brault-Guillard,Zachary Brault-Guillard,"RWB, RB",Canada
243593,A. Lauriente,Armand Lauriente,"RM, LM",France
243631,M. Camara,Mahdi Camara,CM,France
243642,W. Tchimbembe,Warren Tchimbembe,"CM, LM",France
243773,K. Ludewig,Kilian Ludewig,"RB, LB",Germany
246074,B. Goller,Benjamin Goller,"RW, RM, ST",Germany
247091,A. Colorado,Andres Felipe Colorado Sanchez,CDM,Colombia
251330,V. Muller,Vincent Muller,GK,Germany
252974,R. Piscopo,Reno Piscopo,LM,Australia
253030,F. Perez,Facundo Martin Perez,"CM, CDM",Argentina
253281,A. Canobbio,Agustin Canobbio Graviz,"RW, LW, RM",Uruguay
254142,J. Bell,Joe Bell,"CM, CDM",New Zealand
254756,B. Armoa,Blas Esteban Armoa Nunez,"RW, ST",Paraguay
254814,Won Du Jae,Du Jae Won,"CDM, CB",Korea Republic
255781,Ricard,Ricard Sanchez Sendra,"RB, RM",Spain
257234,Y. Hamache,Yanis Hamache,LB,France
258187,Angelo Taveira,Angelo Rafael Oliveira Sousa Taveira,"LW, RW",Portugal
225406,J. Talbot,James Talbot,GK,Republic of Ireland
228318,H. Chapman,Harrison Chapman,"LW, RW",England
230787,J. Lund,Julian Faye Lund,GK,Norway
231863,Y. Dhanda,Yan Dhanda,"CAM, CM",England
231873,Joni Montiel,Jonathan Montiel Caballero,"CAM, CM",Spain
234107,E. Ojeda,Pedro Emmanuel Ojeda,"CM, CDM",Argentina
234290,A. Halme,Aapo Halme,"CB, CDM",Finland
234669,D. Nikolic,Dorde Nikolic,GK,Serbia
234901,N. Shipnoski,Nicklas Shipnoski,RM,Germany
236028,Javi Diaz,Javier Diaz Sanchez,GK,Spain
236464,J. Ngoy,Julien Fontaine Ngoy Bin Cibambi,"LM, ST, RM",Belgium
239614,Jesus Areso,Jesus Areso Blanco,RB,Spain
240481,V. Demaku,Vesel Demaku,"CDM, CM",Austria
240585,B. Williams,Benjamin Williams,LB,Wales
241073,O. Reabciuk,Oleg Reabciuk,LB,Moldova
241695,J. Amon,Jonathan Amon,LW,United States
241871,J. Varela,Joaquin Varela,CB,Argentina
242317,A. Antilef,Alejo Antilef,"CM, CAM",Argentina
242603,H. Marcelin,Harisson Marcelin,CB,France
242623,O. Bjortuft,Odin Luraas Bjortuft,CB,Norway
243688,B. Burns,Bobby Burns,"LB, LWB",Northern Ireland
243995,E. Lomotey,Emmanuel Addoquaye Lomotey,"CDM, CM",Ghana
244235,H. Gong,Hillary Chukwah Gong,"RM, ST",Nigeria
244401,M. Camara,Mohamed Ali Camara,CB,Guinea
244626,A. Kargbo,Augustus Kargbo,ST,Sierra Leone
244684,V. Damascan,Vitalie Damascan,ST,Moldova
244851,G. Guiffrey,German Guiffrey,"CB, LB",Argentina
246385,A. Nalic,Adi Nalic,"CF, CAM",Sweden
247345,D. Plechaty,Dominik Plechaty,"CB, RB",Czech Republic
251036,M. Aioani,Mihai Marian Aioani,GK,Romania
252052,A. Lozano,Adrian Lozano Magallanes,"ST, CAM",Mexico
253145,V. Trummer,Vincent Trummer,"LB, LWB",Austria
253307,E. Mozzone,Emiliano Mozzone,ST,Uruguay
253568,L. Campana,Leonardo Campana Romero,ST,Ecuador
254583,Sotillos,Alejandro Sotillos Miarmau,"CB, RB, LB",Spain
257945,S. Milic,Stefan Milic,CB,Montenegro
258615,Zarraga,Oier Zarraga Egana,"CM, CAM, RW",Spain
258766,Pablo Garcia,Pablo Garcia Carrasco,LB,Spain
166539,D. Etienne Jr.,Derrick Etienne Jr.,"RM, LM, ST",Haiti
222477,L. Reed,Louis Samuel Reed,"CDM, CM",England
222878,T. Walker,Tyler Walker,ST,England
225738,Kuki Zalazar,Jose Luis Zalazar Martinez,"CAM, RM, ST",Spain
225775,M. Bola,Marc Bola,"LB, LWB",England
226791,T. Moore,Taylor Moore,CB,England
229753,T. Ndenge,Tsiy-William Ndenge,"CDM, CM",Germany
231109,A. Ndom,Aly Ndom,"CDM, CM, LM",France
231237,P. Jensen,Peter Vindahl Jensen,GK,Denmark
231402,M. Penney,Matthew Penney,"LWB, LB",England
233397,A. Diawusie,Agyemang Diawusie,"RM, LM",Germany
233424,J. Rojas,Joao Joshimar Rojas Lopez,"CM, LM",Ecuador
235301,P. Schmidt,Patrick Schmidt,ST,Austria
235521,Carbonell,Alejandro Carbonell Valles,"CM, CDM",Spain
235647,H. Sarpei,Hans Nunoo Sarpei,CDM,Ghana
235957,J. Gaspar,Jordy Gaspar,"RB, RWB",France
236038,K. Duncan,Kyle Duncan,"RB, LB",United States
236244,T. Sibbick,Toby Peter Sibbick,"RB, CM, CB",England
236681,M. Thurnwald,Manuel Thurnwald,"RB, RWB, RM",Austria
236757,P. Klimala,Patryk Klimala,ST,Poland
237988,T. Hara,Yuan  Hui Qi ,"RB, LB, CB",Japan
238953,M. Wolfram,Maximilian Wolfram,"RM, LM, CF",Germany
239137,Mascarenhas,Matheus Mascarenhas dos Santos Raimundo,LB,Brazil
239545,J. Godinez,Jose de Jesus Godinez Navarro,ST,Mexico
240442,I. Faraj,Imad Faraj,RM,France
240729,L. Rajot,Lorenzo Rajot,"CAM, CDM",France
240921,R. Hernandez,Ronald Jose Hernandez Pimentel,"RB, RM",Venezuela
241237,F. Kanoute,Franck Elimane Kanoute,"CDM, CM",Senegal
241858,A. Bamba,Axel Bamba,"CB, RB",Ivory Coast
241861,N. Atkinson,Nathaniel Atkinson,"RB, RM",Australia
241887,C. Giousis,Christos Giousis,RM,Greece
242195,M. McKenzie,Mark McKenzie,CB,United States
242200,T. Ronning,Tim Ronning,GK,Sweden
242447,T. Baya,Terence Baya,LB,France
242722,A. Fuenmayor,Alejandro Enrique Fuenmayor Castillo,CB,Venezuela
243170,F. Apaolaza,Juan Francisco Apaolaza,ST,Argentina
243256,O. Pikhalyonok,Oleksandr Pikhalyonok,CM,Ukraine
243525,R. Ljubicic,Robert Ljubicic,"CM, LWB",Austria
243602,S. Mbakata,Salem M'Bakata,RB,France
243698,L. Meisl,Luca Emanuel Meisl,CB,Austria
244155,N. Dieng,Nathanael Dieng,CB,France
244252,Y. Roche,Yohan Roche,CB,France
244456,M. Erlic,Martin Erlic,CB,Croatia
244491,C. Kobald,Christoph Kobald,"CB, CDM",Austria
246006,C. Devlin,Cameron Devlin,"CM, CDM",Australia
246057,S. Mendez,Jhegson Sebastian Mendez Carabali,"CDM, CM",Ecuador
247539,A. Scheidler,Aurelien Scheidler,ST,France
247723,D. Rybchinskiy,Dmitriy Rybchinskiy,"RM, CM",Russia
247793,Jaime Seoane,Jaime Seoane Valenciano,CM,Spain
247843,Robinho,Ricardo Alexandre Ribeiro Vieira,"CF, RW",Portugal
248561,B. Mendoza,Bryan Mendoza Cruz,"RM, LM",Mexico
251189,T. Somers,Thibo Somers,"RW, ST",Belgium
251532,M. Elia,Meschack Elia Lina,"CF, RM",DR Congo
251764,D. Michalski,Damian Michalski,"LB, CB, RB",Poland
251790,H. Rafia,Hamza Rafia,CAM,Tunisia
252924,S. Pinna,Simone Pinna,RB,Italy
253008,K. Alvarez,Kevin Nahin Alvarez Campos,"RB, RM",Mexico
253253,M. Benitez,Miguel Angel Benitez Guayuan,LB,Paraguay
253278,E. Martinez,Enzo Gabriel Martinez Suarez,"CB, LB",Uruguay
253654,A. Polar,Andy Jeferson Polar Paredes,"LM, CAM",Peru
254176,A. Deneumostier,Alec Hugo Deneumostier Ortmann,CB,Peru
254620,S. Perez,Santiago Martin Perez Casal,"LB, LWB",Uruguay
255105,I. Shkurin,Ilya Shkurin,ST,Belarus
255446,E. Bocat,Eric Junior Bocat,"LB, LWB",France
257579,D. Peeters,Daouda Peeters,CDM,Belgium
257830,J. Akomadi,Joseph Akomadi,"LW, RW, LM",Ghana
257831,A. Sanyang,Abdoulie Sanyang,"RW, LW",Gambia
220944,J. Wildsmith,Joe Wildsmith,GK,England
223909,A. Palmer,Alex Palmer,GK,England
225125,H. Anderson,Harry Anderson,RM,England
225395,Ezkieta,Jokin Ezkieta Mendiburu,GK,Spain
225543,B. Collins,Bradley Collins,GK,England
225770,K. da Graca,Kristopher da Graca,CB,Sweden
227278,G. Berggren,Gustav Berggren,"CDM, CM",Sweden
228768,Xande Silva,Alexandre Nascimento Costa Silva,"ST, RM, LM",Portugal
229707,J. Lewis,Jonathan Jeremy Lewis,"LM, LW, RM",United States
230038,A. Maisonnial,Anthony Maisonnial,GK,France
230047,F. Ronstadt,Frank Ronstadt,"RB, RM, LB",Germany
231258,R. Macagno,Ramiro Jesus Macagno,GK,Argentina
231474,Andorinha,Joao Paulo Santos da Costa,GK,Portugal
232136,F. Mayembo,Fernand Mayembo,CB,Congo
232252,A. Walkes,Anton Walkes,"RB, CB, RWB",England
234072,A. Ralston,Anthony Ralston,RB,Scotland
234350,Viti Rozada,Victor Alvarez Rozada,RM,Spain
234521,S. Skytte,Sammy Solitaire Siddharta Skytte,CM,Denmark
235014,J. Smith,Jonny Smith,"LM, RM",England
235572,R. Sykes,Ross Sykes,CB,England
237098,Han Seung Gyu,hanseunggyu Han Cheng Kui ,"CM, LM, RM",Korea Republic
237132,G. Weissbeck,Gaetan Weissbeck,CAM,France
237160,R. Williams,Ro-Shaun Williams,CB,England
237594,L. Simic,Lorenco Simic,CB,Croatia
237757,Y. Tatsuta,Li Tian  You Wu ,"CB, RB",Japan
238576,Jeong Tae Wook,jeongtaeug Tae Wook Jeong,CB,Korea Republic
238895,Conrado,Conrado Buchanelli Holz,LM,Brazil
240119,K. Michalak,Konrad Michalak,"RM, LM",Poland
240638,T. Reijnders,Tijjani Reijnders,"CAM, CM",Netherlands
241538,S. Pinas,Shaquille Pinas,"CB, CDM",Netherlands
241688,A. Dursun,Abdurrahim Dursun,LB,Turkey
242242,S. Cibois,Sebastien Cibois,GK,France
243009,D. Cornelius,Derek Cornelius,"CB, LB",Canada
244020,Andre Ferreira,Andre Filipe Magalhaes Ribeiro Ferreira,GK,Portugal
244097,T. Bonga,Tarsis Bonga,"RM, ST, LM",Germany
244167,S. Milewski,Sebastian Milewski,"LM, CDM, RM",Poland
245089,Samu Perez,Samuel Perez Farina,GK,Spain
248011,L. Fulop,Lorand Levente Fulop,"CAM, CM",Romania
250847,S. Sonnenberg,Sven Sonnenberg,CB,Germany
251309,B. Soumare,Bryan Soumare,"CM, RM",France
251429,F. Kunze,Fabian Kunze,CDM,Germany
251445,Samuel Dias,Samuel Dias Lino,"RW, LW",Brazil
251779,G. Debeljuh,Gabriel Debeljuh,ST,Croatia
251944,Joan Femenias,Joan Femenias del Salto,GK,Spain
252738,K. Dimitrov,Kristian Traychev Dimitrov,CB,Bulgaria
253053,M. Kikonda,Mario-Jason Kikonda,"CDM, CM",France
253104,I. Cisse,Ibrahim Cisse,CB,Ivory Coast
253156,A. Goncalves Pereira,Alexis Goncalves Pereira,ST,France
254023,J. Julio,Jhojan Esmaides Julio Palacios,CAM,Ecuador
