sofifa_id,short_name,long_name,player_positions,nationality
229606,V. Angban,Victorien Angban,"CM, CDM",Ivory Coast
230144,A. Diousse,Assane Diousse El Hadji,"CM, CDM",Senegal
230672,Lyanco,Lyanco Evangelista Silveira Neves Vojnovic,CB,Brazil
234579,J. Quinones,Julian Andres Quinones Quinones,"ST, RM",Colombia
234640,B. Jatta,Bakery Jatta,"RW, LM, LW",Gambia
235888,I. Cardona,Irvin Cardona,"ST, RM, LM",France
236924,Bruno Wilson,Bruno Ricardo Valdez Wilson,CB,Portugal
238507,Fernando Fonseca,Fernando Manuel Ferreira Fonseca,RB,Portugal
238759,Alex Pinto,Carlos Alexandre Reis Pinto,RB,Portugal
239458,B. Kraev,Bozhidar Boykov Kraev,CAM,Bulgaria
240193,E. Rexhbecaj,Elvis Rexhbecaj,CM,Kosovo
241004,F. Carballo,Felipe Ignacio Carballo Ares,"CM, CDM",Uruguay
241696,H. De la Fuente,Hernan De la Fuente,"RB, RWB",Argentina
242614,I. Nedelcearu,Ionut Nedelcearu,CB,Romania
244261,L. Majer,Lovro Majer,"CAM, CM",Croatia
244731,N. Rusyn,Nazariy Rusyn,ST,Ukraine
245572,N. Rasskazov,Nikolay Rasskazov,"RB, LB",Russia
252150,Patrick William,Patrick William Sa De Oliveira,"CB, RB",Brazil
253271,T. Cardozo,Thiago Gaston Cardozo Brugman,GK,Uruguay
193794,Villalibre,Asier Villalibre Molina,ST,Spain
213490,I. Brown,Isaiah Brown,CAM,England
218746,Pozo,Jose Angel Pozo la Rosa,"CM, CAM",Spain
221168,D. Kownacki,Dawid Kownacki,"ST, LM, RM",Poland
223498,E. Cecchini,Rodrigo Emanuel Cecchini,"CDM, CM",Argentina
224265,J. Williams,Joe Williams,"CDM, CM, CAM",England
225289,N. Fernandez,Nicolas Emanuel Fernandez,"ST, LW",Argentina
227600,J. Andersson,Eric Joel Andersson,RB,Sweden
231044,J. Aribo,Joseph Oluwaseyi Temitope Ayodele-Aribo,"CM, CAM",Nigeria
231360,J. Elias,Jalil Juan Jose Elias,CM,Argentina
231685,R. Pierre-Gabriel,Ronael Julien Pierre-Gabriel,"RB, LB, CB",France
232526,E. Cobbaut,Elias Cobbaut,"CB, LB",Belgium
233487,R. McGree,Riley McGree,"CM, RM, CAM",Australia
233800,F. Bjorkan,Fredrik Andre Bjorkan,LB,Norway
234457,O. Etebo,Oghenekaro Etebo,"CM, CDM",Nigeria
234889,F. Jensen,Fredrik Jensen,CAM,Finland
235338,Marlon,Marlon Rodrigues Xavier,LWB,Brazil
237525,A. Bodart,Arnaud Bodart,GK,Belgium
237973,K. Kuchaev,Konstantin Kuchaev,LM,Russia
240988,D. Vavro,Denis Vavro,CB,Slovakia
241406,J. Intriago,Jefferson Alfredo Intriago Mendoza,"CDM, CM, RM",Ecuador
241637,A. Tchouameni,Aurelien Tchouameni,CM,France
242045,M. Ashimeru,Majeed Ashimeru,"CM, CDM",Ghana
242578,B. Badiashile,Benoit Badiashile Mukinayi,CB,France
244832,S. Ferreira,Carlos Sebastian Ferreira Vidal,ST,Paraguay
252064,L. Krejci,Ladislav Krejci,"CDM, CB",Czech Republic
213209,K. Acosta,Kellyn Kai Perry-Acosta,"CDM, CM",United States
213829,A. Cerri,Alberto Cerri,ST,Italy
214874,M. Bolados,Marcos Nikolas Bolados Hidalgo,"RW, CM",Chile
215086,B. Cortes,Brayan Josue Cortes Fernandez,GK,Chile
215565,M. Miazga,Matt Miazga,CB,United States
216349,A. Halilovic,Alen Halilovic,"CAM, RM",Croatia
222634,I. Success,Isaac Ajayi Success,"ST, RM, LM",Nigeria
222724,B. Manuel,Manuel Benson Hedilazio,"RM, RW, LW",Belgium
223749,O. Cinar,Orkan Cinar,RM,Turkey
224509,U. Rivas,Ulises Rivas Gilio,"CM, CDM",Mexico
226356,M. Fares,Mohamed Salim Fares,"LM, LB, LW",Algeria
228151,J. Cullen,Josh Cullen,"CM, CDM",Republic of Ireland
231423,C. De Norre,Casper De Norre,"LB, LM, RB",Belgium
231733,Curro Sanchez,Francisco Jose Sanchez Rodriguez,"RM, LM",Spain
231919,A. Murgia,Alessandro Murgia,"CM, CDM",Italy
233472,N. Sarenren Bazee,Noah Joel Sarenren Bazee,RM,Nigeria
234824,Y. Wissa,Yoane Wissa,"LM, ST",DR Congo
237077,F. Boya,Frank Thierry Boya,"CDM, CM, CB",Cameroon
238965,O. Kiomourtzoglou,Orestis Kiomourtzoglou,"CDM, CM",Germany
239432,A. Grbic,Adrian Grbic,ST,Austria
239491,J. Alvarez,Juan Pablo Alvarez,RM,Argentina
240916,D. Ljubicic,Dejan Ljubicic,"CDM, CM, CB",Austria
241049,Gorosabel,Andoni Gorosabel Espinosa,RB,Spain
241130,I. Ganago,Ignatius Kpene Ganago,"ST, RW, LW",Cameroon
253294,A. Mendez,Armando Jesus Mendez Alcorta,"RB, LB",Uruguay
257533,O. Karafiat,Ondrej Karafiat,"CB, CDM, RB",Czech Republic
204451,K. Gunter,Koray Gunter,CB,Germany
205818,R. Woods,Ryan Woods,"CDM, CM",England
206463,J. Dudziak,Jeremy Dudziak,"CM, CDM, RB",Tunisia
210021,H. Mukhtar,Hany Mukhtar,"CAM, CM",Germany
210583,M. Stendera,Marc Stendera,"CM, CAM, CDM",Germany
211966,M. Romeo,Mahlon Beresford Baker Romeo,"RWB, RB",Antigua & Barbuda
212137,A. Vindheim,Andreas Aalen Vindheim,"RB, RM",Norway
213777,I. Fossum,Iver Fossum,CM,Norway
215433,F. Vicari,Francesco Vicari,CB,Italy
216282,R. Framberger,Raphael Framberger,"RB, RWB",Germany
216416,J. Gyamerah,Jan Gyamerah,"RB, CB",Germany
218744,J. Byrne,Jack Byrne,"RW, CAM, RM",Republic of Ireland
219469,S. Perica,Stipe Perica,ST,Croatia
219510,E. Ofori,Ebenezer Ofori,"CM, CDM",Ghana
219709,Saul,Saul Garcia Cabrero,LB,Spain
219848,David Costas,David Costas Cordal,"CB, RB",Spain
220058,D. Phillips,Dillon Phillips,GK,England
220064,C. Aboagye,Clifford Aboagye,CM,Ghana
220075,M. Kanno,Mohammed Ibrahim Kanoo,"CDM, CM",Saudi Arabia
222590,M. Manotas,Mauro Andres Manotas Paez,ST,Colombia
223877,D. Furlong,Darnell Furlong,"RB, CB",England
224301,K. Swiderski,Karol Swiderski,"ST, CF, CAM",Poland
225199,V. Koziello,Vincent Edouard Andre Koziello,"CM, CDM",France
225299,E. Velazquez,Emiliano Daniel Velazquez Maldonado,CB,Uruguay
225855,A. Bobichon,Antonin Bobichon,"CM, LM",France
226662,B. Nieuwkoop,Bart Nieuwkoop,RB,Netherlands
227562,L. Haraslin,Lukas Haraslin,"LM, RM",Slovakia
227633,B. Ramselaar,Bart Ramselaar,"CAM, CM, LW",Netherlands
229453,Gil Dias,Gil Bastiao Dias,"LM, RM, RW",Portugal
229574,A. Calabresi,Arturo Calabresi,"RB, CB",Italy
229882,Eduardo Henrique,Eduardo Henrique da Silva,CM,Brazil
232898,T. Morishima,Sen  Dao Si ,"CF, CAM",Japan
235875,Pol Lirola,Pol Mikel Lirola Kosok,"RM, RB",Spain
237376,Juanjo Nieto,Juan Jose Nieto Zarzoso,RB,Spain
238922,M. Kaye,Mark-Anthony Kaye,"CM, CDM",Canada
241720,Andre Pereira,Andre Filipe Ferreira Coelho Pereira,"ST, RW, LW",Portugal
242776,K. Anzai,An Xi  Xing Hui ,"RB, LB",Japan
253695,L. Takacs,Ladislav Takacs,"CDM, CB",Czech Republic
205530,M. Pigliacelli,Mirko Pigliacelli,GK,Italy
208306,M. Stepinski,Mariusz Stepinski,ST,Poland
211348,S. Dimitrievski,Stole Dimitrievski,GK,North Macedonia
212287,A. Maxso,Andreas Beyer Maxso,CB,Denmark
213536,M. Crepeau,Maxime Crepeau,GK,Canada
214948,S. Schonlau,Sebastian Schonlau,CB,Germany
215651,Samir,Samir Caetano de Souza Santos,"CB, LB",Brazil
216481,J. Cooper,Jake Cooper,CB,England
217813,G. Lajud,Manuel Gibran Lajud Bojalil,GK,Mexico
218658,D. Iorfa,Dominic Iorfa,"CB, RB",England
219180,Dani Calvo,Daniel Pedro Calvo San Roman,CB,Spain
219736,E. Horvath,Ethan Shea Horvath,GK,United States
221865,A. Gomaa,Abdallah Gomaa,"LB, LM, RM",Egypt
221885,P. Seguin,Paul Seguin,"CDM, CM, RB",Germany
221890,J. Fulton,Jay Fulton,"CDM, CM",Scotland
223231,F. Tanase,Florin Lucian Tanase,"CAM, CM, ST",Romania
223402,E. Tasdemir,Emre Tasdemir,"LB, LM",Turkey
223596,S. Prevljak,Smail Prevljak,ST,Bosnia Herzegovina
223633,L. Paqarada,Leart Paqarada,"LB, LWB",Kosovo
223686,T. Wellenreuther,Timon Wellenreuther,GK,Germany
223751,G. Jung,Gideon Jung,"CB, CDM",Germany
224242,D. Luckassen,Derrick Luckassen,"CB, RB, CDM",Netherlands
224423,M. Wittek,Maximilian Wittek,LB,Germany
224440,J. Pollersbeck,Julian Pollersbeck,GK,Germany
224980,M. Busch,Marnon Busch,RB,Germany
225149,J. Butez,Jean Butez,GK,France
225530,O. Oulare,Mamadou Obbi Oulare,ST,Belgium
225863,O. Boscagli,Olivier Maxime Boscagli,"LB, CB",France
231433,Aitor,Aitor Cantalapiedra Fernandez,RW,Spain
231913,F. Aursnes,Fredrik Aursnes,"CDM, CM",Norway
232882,K. Misao,San Gan  Jian Dou ,"CDM, CM",Japan
234195,D. Warmerdam,Django Warmerdam,LB,Netherlands
236944,F. Diabate,Fousseni Diabate,"LM, RM, ST",Mali
240257,C. Traore,Cheick Omar Traore,"RB, RWB",Mali
243551,A. Gholizadeh,Ali Gholizadeh,"LM, RM",Iran
245058,O. Kiteishvili,Otar Kiteishvili,"CM, CAM",Georgia
246098,Vitor Tormena,Vitor Tormena de Farias,"CB, RWB",Brazil
254067,A. Julio,Anderson Andres Julio Santos,"LM, LW",Ecuador
198039,M. Gillespie,Mark Gillespie,GK,England
201093,N. Powell,Nick Powell,"CAM, CM",England
201122,T. Kalas,Tomas Kalas,CB,Czech Republic
203485,T. Kongolo,Terence Kongolo,"CB, LB",Netherlands
204966,Adrian Ortola,Adrian Ortola Vano,GK,Spain
205585,J. Price,Jack Alexander Price,"CDM, CM",England
206436,Y. Benzia,Yassine Benzia,"CAM, CM",Algeria
207431,Insua,Pablo Insua Blanco,CB,Spain
207926,A. Linde,Andreas Christopher Linde,GK,Sweden
209695,Eugeni,Eugeni Valderrama Domenech,"CM, CAM, LM",Spain
209987,M. Schuhen,Marcel Schuhen,GK,Germany
210468,I. Kutepov,Ilya Kutepov,CB,Russia
211239,C. Jean,Corentin Jean,"RM, ST",France
212138,P. Frankowski,Przemyslaw Frankowski,"RM, LM",Poland
212197,D. Heuer Fernandes,Daniel Heuer Fernandes,GK,Portugal
213092,S. Piette,Samuel Piette,"CDM, CM",Canada
213497,J. Une Larsson,Jacob Une Larsson,CB,Sweden
213813,A. Fransson,Alexander Fransson,CM,Sweden
213948,D. Holmes,Duane Holmes,"CAM, CM, RM",United States
218208,C. Fuentes,Cesar Nicolas Fuentes Gonzalez,"CDM, CM",Chile
218743,A. Zapata,Alexis Zapata Alvarez,"LM, RM",Colombia
219686,Carlos Junior,Carlos Alberto Carvalho da Silva Junior,"LW, ST",Brazil
220148,N. Orsini,Nicolas Orsini,"ST, RW, LW",Argentina
220620,F. Hadergjonaj,Florent Hadergjonaj,"RB, RWB, LB",Kosovo
220685,Leo Bonatini,Leonardo Bonatini Lohner Maia,ST,Brazil
221269,J. Riedewald,Jairo Riedewald,"CB, LB",Netherlands
221284,J. Gradit,Jonathan Gradit,"CB, RB",France
222692,B. Schmitz,Benno Schmitz,"RB, CB",Germany
224186,J. de Wijs,Jordy de Wijs,CB,Netherlands
224970,J. Dompe,Mamadou Jean-Luc Diarra Dompe,"LM, RM, LW",France
225114,M. Mahi,Mimoun Mahi,"ST, LW, CAM",Morocco
225151,A. Traore,"Adama ""Noss"" Traore","RW, CM, CAM",Mali
225673,K. Adams Nuhu,Kasim Adams Nuhu,CB,Ghana
226591,H. Preciado,Harold Fabian Preciado Villarreal,ST,Colombia
226721,G. Alcala,Gil Esaul Alcala Barba,GK,Mexico
228650,Francisco Geraldes,Francisco Oliveira Geraldes,CAM,Portugal
228802,D. Zhivoglyadov,Dmitriy Zhivoglyadov,"RB, RM",Russia
229255,Charles,Charles Marcelo da Silva,GK,Brazil
229628,Fali,Rafael Jimenez Jarque,"CB, CDM",Spain
232230,R. Matarrita,Ronald Alberto Matarrita Ulate,"LB, LM, LWB",Costa Rica
233292,M. Barbieri,Miguel Angel Barbieri,CB,Argentina
233849,A. D'Alberto,Anthony D'Alberto,"RB, LB, CB",Belgium
235623,Alvaro Jimenez,Alvaro Jose Jimenez Guerrero,RM,Spain
236621,P. Hamel,Pierre-Yves Hamel,ST,France
239846,P. Tsintotas,Panagiotis Tsintotas,GK,Greece
241981,Nanu,Eulanio Angelo Chipela Gomes,"RB, RM, LM",Guinea Bissau
243008,M. Travnik,Michal Travnik,"CM, CAM",Czech Republic
247144,D. Hotic,Dino Hotic,"RW, CAM",Bosnia Herzegovina
252086,Son,Francisco Javier Hidalgo Gomez,RB,Spain
254055,L. Ayala,Luis Miguel Ayala Brucil,LB,Ecuador
257189,P. Lopez,Pablo Nicolas Lopez De Leon,"CAM, RW, LW",Uruguay
200408,B. Gibson,Ben Gibson,CB,England
201342,F. Sorensen,Frederik Sorensen,"CB, RB",Denmark
202002,L. Landre,Loick Landre,CB,France
202489,D. Bisoli,Dimitri Bisoli,"CM, CAM",Italy
204102,Y. Ayoub,Yassin Ayoub,"CM, LM, CDM",Morocco
204246,M. Bettinelli,Marcus Bettinelli,GK,England
204513,M. Dupe,Maxime Dupe,GK,France
204886,P. Gouano,Prince-Desir Gnahore Gouano,CB,France
205347,M. Luongo,Massimo Luongo,"CDM, CM",Australia
205369,R. Schoofs,Rob Schoofs,"CM, CDM, CAM",Belgium
206085,J. Murphy,Jacob Murphy,"RW, LW, RM",England
206167,S. Prcic,Sanjin Prcic,"CM, CDM",Bosnia Herzegovina
208769,W. Vaulks,Will Vaulks,"CDM, CM",Wales
209997,K. Wimmer,Kevin Wimmer,"CB, CM",Austria
212401,S. Moreira,Steven Moreira,"RB, CB",France
213530,N. Poulsen,Nicolai Soberg Poulsen,CDM,Denmark
213612,H. Aiesh,Hosam Aiesh,"RM, RW",Sweden
213937,Aketxe,Ager Aketxe Barrutia,"CAM, RM",Spain
215070,G. Ortiz,Guillermo Luis Ortiz,CB,Argentina
216391,Erik,Erik Nascimento de Lima,"ST, LM, RM",Brazil
217082,W. Angel,Wilker Jose Angel Romero,CB,Venezuela
220466,F. Mattiello,Federico Mattiello,"RM, LM, RB",Italy
221641,W. Kanon,Serge Wilfried Kanon,CB,Ivory Coast
221753,M. Sobottka,Marcel Sobottka,"CDM, CM",Germany
221990,J. Cabral,Yonathan Emanuel Cabral,CB,Argentina
224537,Iago,Iago Azevedo dos Santos,CB,Brazil
226803,T. Parker,Tim Parker,CB,United States
227497,M. Fraisl,Martin Fraisl,GK,Austria
231056,S. Marinovic,Stefan Marinovic,GK,New Zealand
232593,M. Suzuki,Ling Mu  Wu Cang ,"CF, ST",Japan
232607,F. Formiliano,Fabricio Orosman Formiliano Duarte,"CB, CDM",Uruguay
232655,S. Juklerod,Simen Kristiansen Juklerod,"LB, LWB, LM",Norway
233207,S. Muroya,Shi Wu  Cheng ,RB,Japan
234875,L. Holer,Lucas Holer,"ST, CF",Germany
234933,A. Sedlar,Aleksandar Sedlar,CB,Serbia
235544,S. Memisevic,Samir Memisevic,"CB, CDM",Bosnia Herzegovina
239322,C. Zimmermann,Christoph Zimmermann,CB,Germany
239795,C. Ekuban,Caleb Ekuban,"ST, RM, CAM",Ghana
245538,K. Furuhashi,Gu Qiao  Heng Wu ,"LM, ST, CF",Japan
188485,D. Polenta,Diego Fabian Polenta Musetti,"CB, LB",Uruguay
188538,V. Sasso,Vincent Julien Sasso,CB,France
194015,J. Borner,Julian Borner,CB,Germany
194334,Daniel Ayala,Daniel Sanchez Ayala,CB,Spain
198177,B. Schenkeveld,Bart Schenkeveld,CB,Netherlands
198705,A. Najar,Andy Aryel Najar Rodriguez,"RB, CB",Honduras
200473,S. Skrzybski,Steven Skrzybski,"ST, RM",Germany
200778,C. Christie,Cyrus Christie,"RB, RWB",Republic of Ireland
200818,Bruno Uvini,Bruno Uvini Bortolanca,CB,Brazil
201908,A. Wisdom,Andre Wisdom,"RB, CB",England
203038,Lucas Piazon,Gustavo Lucas Domingues Piazon,"RW, CAM",Brazil
203751,C. Townsend,Conor Townsend,"LB, LWB",England
204289,S. Berahino,Saido Berahino,"CAM, ST, LM",Burundi
204493,R. Holzhauser,Raphael Holzhauser,"CM, CAM, CDM",Austria
204895,B. Omrani,Abdel Slem Billel Omrani,"ST, LW",France
205343,J. Akpa Akpro,Jean-Daniel Akpa Akpro,CM,Ivory Coast
205351,A. Pritchard,Alex Pritchard,"CAM, LM",England
205551,Alvaro Lemos,Alvaro Lemos Collazo,"RB, RM",Spain
205812,P. Terracciano,Pietro Terracciano,GK,Italy
206109,Y. Chibsah,Yussif Raman Chibsah,"CM, CDM",Ghana
206534,P. Bamford,Patrick Bamford,ST,England
207507,L. James,Leke Samson James,ST,Nigeria
208719,P. Kuhn,Philipp Kuhn,GK,Germany
209430,R. Ripart,Renaud Ripart,"ST, LM, RB",France
210259,A. Hassan,Ahmed Hassan Mahgoub,ST,Egypt
210923,M. Al Owais,Mohammed Al Owais,GK,Saudi Arabia
212225,E. Roco,Enzo Pablo Roco Roco,CB,Chile
212369,Eduardo,Eduardo Antonio Machado Teixeira,"CM, CAM",Brazil
213000,S. van Beek,Sven van Beek,CB,Netherlands
213203,Goncalo Silva,Goncalo Filipe Oliveira Silva,"CB, RWB",Portugal
213302,I. Tajouri-Shradi,Ismael Tajouri-Shradi,"RW, LWB, RM",Libya
213420,B. Islamkhan,Bauyrzhan Islamkhan,"CAM, LM",Kazakhstan
213705,Camacho,Joao Pedro Gomes Camacho,"LW, RW",Portugal
214366,R. Carrascal,Rafael Andres Carrascal Avilez,"CM, CDM",Colombia
215076,L. Faravelli,Lorenzo Abel Faravelli,"CM, CDM",Argentina
216468,J. Anor,Juan Pablo Anor Acosta,"RM, CM, CAM",Venezuela
217007,M. Thiam,Mame Baba Thiam,"ST, RM, LM",Senegal
219988,F. Avenatti,Felipe Nicolas Avenatti Dovillabichus,"ST, CF, CAM",Uruguay
220087,Fabricio Baiano,Fabricio Santos de Jesus,"CDM, CM",Brazil
220348,Iza Carcelen,Isaac Carcelen Valencia,"RB, RM",Spain
221793,P. Twumasi,Patrick Twumasi,"LM, ST",Ghana
221931,P. Zulj,Peter Zulj,"CM, CDM",Austria
223283,F. Diedhiou,Famara Diedhiou,ST,Senegal
226747,B. Perlaza,Baldomero Perlaza Perlaza,"CDM, CM",Colombia
230019,V. Nsimba,Vital Manuel N'Simba,LB,DR Congo
230117,Jhonatan,Jhonatan Luiz da Siqueira,GK,Brazil
230964,M. Santos,Michael Nicolas Santos Rosadilla,ST,Uruguay
232310,Mauricio,Mauricio de Carvalho Antonio,CB,Brazil
232900,C. Monschein,Christoph Monschein,ST,Austria
235345,G. Iancu,Gabriel Cristian Iancu,"RW, ST",Romania
238860,Jadson,Jadson Cristiano Silva de Morais,CB,Brazil
239782,B. Acosta,Bryan Josue Acosta Ramos,"CM, CDM",Honduras
240963,J. Garcia,Juan Manuel Garcia,ST,Argentina
243662,Kalindi,Kalindi Alves de Souza,RB,Brazil
243956,J. Vukovic,Josip Vukovic,"CDM, CM",Croatia
244723,Felipe Silva,Felipe de Sousa Silva,ST,Brazil
253275,J. Trindade,Jesus Emiliano Trindade Flores,"LB, RB, CDM",Uruguay
3467,Yuri,Yuri de Souza Fonseca,ST,Brazil
48745,F. Coloccini,Fabricio Coloccini,CB,Argentina
110974,Riesgo,Asier Riesgo Unamuno,GK,Spain
113045,M. Pinilla,Mauricio Ricardo Pinilla Ferreira,ST,Chile
115909,Ruben Castro,Ruben Castro Martin,ST,Spain
121134,A. Walke,Alexander Walke,GK,Germany
122849,A. Kone,Arouna Kone,ST,Ivory Coast
139668,F. Marchetti,Federico Marchetti,GK,Italy
140067,J. Caceres,Julio Cesar Caceres Lopez,CB,Paraguay
141286,K. Vadocz,Krisztian Vadocz,"CDM, CM",Hungary
142499,Aitor Sanz,Aitor Sanz Martin,CDM,Spain
142762,J. Bottinelli,Jonathan Pablo Bottinelli,CB,Argentina
143025,E. Papa,Emiliano Ramiro Papa,LB,Argentina
143587,F. Belluschi,Fernando Daniel Belluschi,"CM, CAM",Argentina
143598,L. Pocrnjic,Luciano Dario Pocrnjic,GK,Argentina
151508,S. Davis,Steven Davis,CM,Northern Ireland
152567,A. Tettey,Alexander Banor Tettey,CDM,Norway
152718,Ricardo Vaz Te,Ricardo Jorge Vaz Te,ST,Portugal
153060,J. Insaurralde,Juan Manuel Insaurralde,CB,Argentina
156483,C. Lucchetti,Cristian David Lucchetti,GK,Argentina
158956,J. Barroso,Julio Alberto Barroso,CB,Argentina
163186,G. Gillet,Guillaume Gillet,"CDM, CM",Belgium
164471,Xisco,Francisco Jimenez Tejada,ST,Spain
165526,G. Paletta,Gabriel Alejandro Paletta,CB,Italy
166664,Molinero,Francisco Jose Molinero Calderon,"CB, RB, LB",Spain
167601,K. Nababkin,Kirill Nababkin,"CB, LB, RB",Russia
167933,Y. Cahuzac,Yannick Cahuzac,"CDM, CM",France
169386,S. Floccari,Sergio Floccari,ST,Italy
169771,F. Estoyanoff,Fabian Larry Estoyanoff Poggio,"RM, LW",Uruguay
170923,A. Eschenko,Andrey Eshchenko,RB,Russia
170941,Javi Moyano,Javier Moyano Lujano,"RB, LB",Spain
171146,R. M'Bolhi,Rais M'Bolhi Ouhab,GK,Algeria
172649,O. Kaya,Onur Kaya,"RM, LM, CAM",Belgium
173030,O. Trejo,Oscar Guido Trejo,"CM, CAM, CDM",Argentina
173155,A. Barilla,Antonino Barilla,CM,Italy
173160,N. Viola,Benito Nicolas Viola,"CM, CDM",Italy
173178,Manolo Reina,Manuel Reina Rodriguez,GK,Spain
173204,L. Antonelli,Luca Antonelli,LB,Italy
175314,K. McDonald,Kevin McDonald,CDM,Scotland
176137,J. Vossen,Jelle Vossen,ST,Belgium
176481,M. Erdinc,Mevlut Erdinc,ST,Turkey
176608,J. Reina,Javier Arley Reina Calvo,"CAM, RM, RW",Colombia
176717,P. Karlsson,Per Karlsson,CB,Sweden
176731,P. Wernbloom,Pontus Wernbloom,"CDM, CM",Sweden
177390,H. Medunjanin,Haris Medunjanin,"CDM, CM",Bosnia Herzegovina
177481,L. Baal,Ludovic Baal,LB,France
177482,M. Coutadeur,Mathieu Coutadeur,"CDM, CM",France
177621,F. Rodriguez,Carlos Felipe Rodriguez Rangel,GK,Mexico
177666,M. Harnik,Martin Harnik,"ST, RW",Austria
177782,H. Ozmert,Hakan Ozmert,"CM, CDM, CAM",Turkey
178031,P. Baysse,Paul Baysse,CB,France
178310,S. Iacoponi,Simone Iacoponi,"CB, RB",Italy
178418,F. Peluso,Federico Peluso,"CB, LB",Italy
178616,Adrian Gonzalez,Adrian Gonzalez Morales,"CM, CDM, CAM",Spain
179528,Xavi Torres,Xavier Torres Buigues,"CDM, CM",Spain
179633,S. Rieks,Soren Krukow Rieks,LM,Denmark
179897,R. Sigurdsson,Ragnar Sigurdsson,CB,Iceland
181123,T. Horava,Tomas Horava,"CM, CDM, CAM",Czech Republic
181479,A. Wilkinson,Alex Wilkinson,CB,Australia
182043,Zeng Cheng,Ceng Cheng ,GK,China PR
182224,Wang Dalei,Wang Da Lei ,GK,China PR
182411,Yu Hanchao,Yi Chao Yu ,"LM, LW, RW",China PR
182473,Li Xuepeng,Li Xue Peng ,LB,China PR
182520,M. Mannel,Martin Mannel,GK,Germany
183211,M. Skoda,Milan Skoda,ST,Czech Republic
183315,D. Gonzalez,David Gonzalez Giraldo,GK,Colombia
183361,A. Weber,Anthony Weber,CB,France
183453,P. Oniangue,Prince Oniangue,"CDM, CM",Congo
183606,S. Rajkovic,Slobodan Rajkovic,CB,Serbia
183781,A. Bjelland,Andreas Bjelland,CB,Denmark
183936,M. Donald,Mitchell Glenn Donald,"CAM, CDM, CM",Netherlands
183975,J. Kana-Biyik,Jean-Armel Kana-Biyik,CB,Cameroon
184176,G. Bruno,Gianni Bruno,"RW, LW, ST",Belgium
184337,Go Yo Han,goyohan Gao Yue Han ,"RM, CM, ST",Korea Republic
184469,H. Arter,Harry Arter,"CDM, CM",Republic of Ireland
184472,M. Olsson,Martin Olsson,"LB, CB",Sweden
184643,J. Villafana,Jorge Antonio Flores Villafana,LB,United States
184789,A. Szalai,Adam Szalai,ST,Hungary
185010,M. Pazdan,Michal Pazdan,CB,Poland
185163,L. Rossettini,Luca Rossettini,CB,Italy
185204,Diego Angelo,Diego Angelo de Oliveira,CB,Brazil
185349,D. Odoi,Denis Odoi,"RB, CB",Belgium
185405,D. Kuciak,Dusan Kuciak,GK,Slovakia
186405,F. Di Santo,Franco Matias Di Santo,"ST, LW, CAM",Argentina
186556,Dentinho,Bruno Ferreira Bonfim,CAM,Brazil
186598,K. Naughton,Kyle Naughton,"RB, LB, RWB",England
186881,J. Holland,James Robert Holland,CM,Australia
186954,B. Ideye,Brown Ideye Aide,ST,Nigeria
186982,A. Buttner,Alexander Buttner,"LM, LB",Netherlands
187208,A. Saldivar,Alfredo Saldivar Medina,GK,Mexico
187298,H. Rodriguez,Hugo Isaac Rodriguez De La O,CB,Mexico
187939,A. Chahechouhe,Aatif Chahechouhe,"CAM, LM",Morocco
188091,F. Gulbrandsen,Fredrik Gulbrandsen,ST,Norway
188271,F. Ayite,Floyd Ayite,"LM, RM, ST",Togo
188541,P. Schiattarella,Pasquale Schiattarella,"CM, CDM",Italy
188721,D. Fettouhi,Driss Fettouhi,"CAM, RM",Morocco
188727,B. Poulain,Benoit Guy Jean Poulain,CB,France
188763,D. N'Dinga,Delvin N'Dinga,CDM,Congo
188782,M. Morrison,Michael Morrison,CB,England
188871,L. Kozak,Libor Kozak,ST,Czech Republic
188930,Laure,Laureano Sanabria Ruiz,RB,Spain
189003,G. Belaud,Gaetan Belaud,RB,France
189234,M. Risse,Marcel Risse,"RM, RB",Germany
189357,C. Toselli,Cristopher Benjamin Toselli Rios,GK,Chile
189397,F. Jungwirth,Florian Jungwirth,CB,Germany
189403,N. Baker,Nathan Baker,CB,England
189485,Diego Farias,Diego Farias da Silva,ST,Brazil
189561,B. Koita,Bengali-Fode Koita,"ST, RM",Guinea
190193,A. Tetteh,Abdul-Aziz Tetteh,"CDM, CM",Ghana
190536,O. Martinez,Osvaldo David Martinez Arce,"CAM, CM",Paraguay
190560,O. Gonzalez,Omar Gonzalez,CB,United States
190589,S. Hierlander,Stefan Hierlander,"LWB, LM, RM",Austria
190636,A. Rios,Antonio Rios Martinez,"CDM, CM",Mexico
190664,J. Schieber,Julian Schieber,ST,Germany
190769,E. Lamanna,Eugenio Lamanna,GK,Italy
190870,J. Boye,John Boye,CB,Ghana
190931,E. Zukanovic,Ervin Zukanovic,CB,Bosnia Herzegovina
190942,K. Hansen,Kian Hansen,CB,Denmark
191005,A. Elmohamady,Ahmed Eissa El Mohamady Abdel Fattah,"RB, RM, RWB",Egypt
191688,Botia,Alberto Tomas Botia Rabasco,CB,Spain
192026,Souza,Elierce Barbosa de Souza,"CM, CDM",Brazil
192241,R. Grant,Rhyan Grant,RB,Australia
192449,M. Stiepermann,Marco Stiepermann,CAM,Germany
192613,C. Pantilimon,Costel Fane Pantilimon,GK,Romania
192658,S. Jung,Sebastian Jung,"RB, RM",Germany
